,,,,Normalized abundance,,,,,,,,,,,,
AT4G16720.1,2,57.27,| Symbols:  | Ribosomal protein L23/L15e family protein | chr4:9400156-9401315 REVERSE LENGTH=204,521459,312995,273347,18115,14707,12641,20200,18697,20278,0.04,0.05,0.0441,0.0452
AT1G04270.1;AT5G09500.1,1,73.51,| Symbols: RPS15 | cytosolic ribosomal protein S15 | chr1:1141852-1142960 REVERSE LENGTH=152,290591,235158,244069,10897,9593,10862,11725,11870,12223,0.04,0.05,0.0048,0.0049
AT5G09510.1;AT5G09510.2,1,72.4,| Symbols:  | Ribosomal protein S19 family protein | chr5:2955698-2956554 REVERSE LENGTH=152,122791,107047,100287,3944,4603,4889,5028,4850,5196,0.04,0.05,0.0039,0.0040
AT1G01790.1,1,43.23,"| Symbols: KEA1, ATKEA1 | K+ efflux antiporter 1 | chr1:284781-290869 FORWARD LENGTH=1193",116497,94167,84075,4275,3743,3859,10998,8613,10969,0.04,0.10,0.0101,0.0112
AT2G01140.1,3,94.14,| Symbols:  | Aldolase superfamily protein | chr2:95006-96491 REVERSE LENGTH=391,579937,445572,641505,22499,19997,23740,15091,15812,14866,0.04,0.03,0.0115,0.0113
AT2G39730.1;AT2G39730.2,10,466.47,| Symbols: RCA | rubisco activase | chr2:16570951-16573345 REVERSE LENGTH=474,9696749,9320981,10230608,397194,398057,364336,398085,359845,411914,0.04,0.04,0.0008,0.0008
AT2G07698.1,3,78.05,"| Symbols:  | ATPase, F1 complex, alpha subunit protein | chr2:3361474-3364028 FORWARD LENGTH=777",1302514,1572419,1560615,57444,57222,57343,39110,40401,40810,0.04,0.03,0.0038,0.0037
AT2G45820.1,2,89.59,| Symbols:  | Remorin family protein | chr2:18863147-18864576 REVERSE LENGTH=190,697014,530072,402776,20645,22639,19388,24901,21102,28380,0.04,0.05,0.0256,0.0259
AT1G29150.1,1,20.55,"| Symbols: ATS9, RPN6 | non-ATPase subunit 9 | chr1:10181240-10182499 FORWARD LENGTH=419",26902,21926,6533,292,1393,413,5849,1077,1046,0.04,0.14,0.1009,0.1153
AT2G31610.1,2,92.57,| Symbols:  | Ribosomal protein S3 family protein | chr2:13450384-13451669 FORWARD LENGTH=250,2282910,2721659,2991169,96320,93403,103668,75394,79864,86866,0.04,0.03,0.0064,0.0063
AT5G47190.1,1,54.76,| Symbols:  | Ribosomal protein L19 family protein | chr5:19164432-19166064 REVERSE LENGTH=229,175981,117950,51339,6380,5259,995,5966,6407,11586,0.04,0.07,0.0910,0.0965
AT4G31700.1,1,57.86,"| Symbols: RPS6, RPS6A | ribosomal protein S6 | chr4:15346306-15347714 REVERSE LENGTH=250",961318,1203482,1152537,36272,40353,42933,34751,36856,31735,0.04,0.03,0.0047,0.0047
AT1G62660.1,4,124.42,| Symbols:  | Glycosyl hydrolases family 32 protein | chr1:23199949-23203515 FORWARD LENGTH=648,2268672,2598622,2516312,88536,86723,85448,110935,106976,113133,0.04,0.04,0.0017,0.0018
AT1G42550.1,2,86.95,| Symbols: PMI1 | plastid movement impaired1 | chr1:15977131-15979734 FORWARD LENGTH=843,307905,240455,273634,8023,9878,10420,15441,15250,17857,0.03,0.06,0.0053,0.0056
AT3G05900.1,15,668.97,| Symbols:  | neurofilament protein-related | chr3:1761408-1763854 REVERSE LENGTH=673,22061770,24132831,23035840,803179,765091,787200,710033,668806,769536,0.03,0.03,0.0007,0.0007
ATCG00380.1,1,18.03,| Symbols: RPS4 | chloroplast ribosomal protein S4 | chrC:45223-45828 REVERSE LENGTH=201,394981,529701,409265,16033,14315,14728,22412,22665,19637,0.03,0.05,0.0097,0.0100
AT4G23630.1,1,78.74,"| Symbols: BTI1, RTNLB1 | VIRB2-interacting protein 1 | chr4:12318070-12319574 FORWARD LENGTH=275",75678,53479,72629,2038,2200,2525,2150,2379,2050,0.03,0.03,0.0112,0.0112
AT3G47470.1,1,31.47,"| Symbols: LHCA4, CAB4 | light-harvesting chlorophyll-protein complex I subunit A4 | chr3:17493622-17494773 REVERSE LENGTH=251",399293,408880,496518,12169,18050,13185,9622,15511,8385,0.03,0.03,0.0052,0.0051
AT3G22200.1,1,47.72,"| Symbols: POP2, GABA-T, HER1 | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr3:7835286-7838863 FORWARD LENGTH=504",211010,177858,266715,8057,6413,7216,16032,14894,15284,0.03,0.07,0.0147,0.0159
AT3G15950.1,3,198.23,| Symbols: NAI2 | DNA topoisomerase-related | chr3:5397783-5402610 REVERSE LENGTH=772,559499,469235,453997,19284,11490,17744,5002,4563,6473,0.03,0.01,0.0045,0.0045
AT5G26667.1,1,18.01,| Symbols: PYR6 | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:9276659-9277788 FORWARD LENGTH=208,473250,607718,735735,18027,18943,22051,23554,16913,20210,0.03,0.03,0.0163,0.0163
AT1G09590.1,1,19.01,| Symbols:  | Translation protein SH3-like family protein | chr1:3106549-3107606 FORWARD LENGTH=164,417971,421027,444627,13742,12533,15217,18926,18149,17186,0.03,0.04,0.0004,0.0004
AT4G31480.1,1,27.82,"| Symbols:  | Coatomer, beta subunit | chr4:15264145-15267384 FORWARD LENGTH=948",116602,113552,125062,3973,3542,3905,4116,3616,6943,0.03,0.04,0.0009,0.0004
AT1G23820.1,1,55.16,| Symbols: SPDS1 | spermidine synthase 1 | chr1:8420278-8422724 FORWARD LENGTH=378,154064,161928,181658,6098,4917,4767,6729,6307,10040,0.03,0.05,0.0025,0.0023
AT5G54500.1;AT4G27270.1;AT5G54500.2,2,67.9,| Symbols: FQR1 | flavodoxin-like quinone reductase 1 | chr5:22124674-22126256 FORWARD LENGTH=204,163485,108983,89038,2630,3829,4788,38505,38280,39556,0.03,0.32,0.0344,0.0667
AT1G70310.1,1,114.85,| Symbols: SPDS2 | spermidine synthase 2 | chr1:26485497-26487352 REVERSE LENGTH=340,342512,358928,309375,12590,8852,9976,10049,7774,7298,0.03,0.02,0.0019,0.0019
AT1G64330.1,1,46.67,| Symbols:  | myosin heavy chain-related | chr1:23872172-23873970 FORWARD LENGTH=555,44814,34925,56621,702,1611,1920,1989,2124,2439,0.03,0.05,0.0194,0.0203
AT2G36620.1,1,30.96,| Symbols: RPL24A | ribosomal protein L24 | chr2:15350548-15351819 REVERSE LENGTH=164,112191,130035,132270,3562,3734,4070,3417,3626,2699,0.03,0.03,0.0027,0.0027
AT2G37340.1,1,24.04,"| Symbols: RSZ33, ATRSZ33, RS2Z33, AT-RS2Z33 | arginine/serine-rich zinc knuckle-containing protein 33 | chr2:15670372-15672331 REVERSE LENGTH=290",91679,147278,144384,1527,5353,4725,4216,2960,5378,0.03,0.03,0.0202,0.0206
AT2G36160.1,1,33.92,| Symbols:  | Ribosomal protein S11 family protein | chr2:15169925-15171159 FORWARD LENGTH=150,2973356,3002863,2653076,86101,84675,88509,108684,115221,125090,0.03,0.04,0.0016,0.0016
AT3G62750.1,1,36.03,| Symbols: BGLU8 | beta glucosidase 8 | chr3:23214375-23216900 FORWARD LENGTH=497,625977,813265,758538,21751,22116,21580,44683,40747,42492,0.03,0.06,0.0061,0.0064
AT1G69840.1,1,19.05,| Symbols:  | SPFH/Band 7/PHB domain-containing membrane-associated protein family | chr1:26293932-26295150 REVERSE LENGTH=286,29203,14598,20559,614,573,673,603,1490,547,0.03,0.04,0.0390,0.0393
AT5G02870.1,1,70.62,| Symbols:  | Ribosomal protein L4/L1 family | chr5:657830-659526 FORWARD LENGTH=407,431387,641105,561930,14433,13904,18192,20908,18783,20577,0.03,0.04,0.0131,0.0133
AT1G20970.1,1,37.15,"| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAI",20830,21079,21757,1070,280,461,1124,601,620,0.03,0.04,0.0000,0.0000
AT5G14320.1,1,39.01,| Symbols:  | Ribosomal protein S13/S18 family | chr5:4617839-4618772 REVERSE LENGTH=169,285243,335632,299107,8677,8660,8793,10932,9858,11684,0.03,0.04,0.0025,0.0025
AT4G36250.1,1,38.83,| Symbols: ALDH3F1 | aldehyde dehydrogenase 3F1 | chr4:17151029-17153381 FORWARD LENGTH=484,159563,177789,183765,5958,3556,5190,1577,1166,2428,0.03,0.01,0.0017,0.0017
AT5G55180.1,1,18.08,| Symbols:  | O-Glycosyl hydrolases family 17 protein | chr5:22388834-22390550 FORWARD LENGTH=460,79385,77356,73324,2010,1862,2611,1953,1332,1227,0.03,0.02,0.0005,0.0005
AT1G10840.1,1,15.51,| Symbols: TIF3H1 | translation initiation factor 3 subunit H1 | chr1:3607885-3610299 REVERSE LENGTH=337,53324,40413,57321,1430,1715,1095,1375,1290,1495,0.03,0.03,0.0106,0.0107
AT3G19420.1,1,80.67,"| Symbols: ATPEN2, PEN2 | PTEN 2 | chr3:6731824-6735354 FORWARD LENGTH=611",224854,205008,252918,5392,6513,7136,9703,9980,10175,0.03,0.04,0.0039,0.0041
AT4G34450.1,1,33.5,"| Symbols:  | coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative | chr4:16471956-16476795 FORWARD LENGTH=886",212693,176765,192888,6093,4086,5735,6435,7210,6722,0.03,0.03,0.0029,0.0031
AT5G40450.1,12,397.64,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits t",2272340,2113550,1999744,53555,62038,57257,77702,74445,91465,0.03,0.04,0.0014,0.0014
AT1G29470.1,1,27.43,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr1:10310424-10313369 REVERSE LENGTH=770,68694,68921,71096,2496,1570,1581,758,1439,935,0.03,0.02,0.0000,0.0000
AT2G30970.1,1,20.27,| Symbols: ASP1 | aspartate aminotransferase 1 | chr2:13179012-13181686 FORWARD LENGTH=430,223039,216292,260129,4502,6819,7309,9774,7565,7814,0.03,0.04,0.0035,0.0036
AT1G72960.1,1,28.96,| Symbols:  | Root hair defective 3 GTP-binding protein (RHD3) | chr1:27446263-27450862 FORWARD LENGTH=795,114968,144310,116385,4300,2392,3283,2675,2231,2389,0.03,0.02,0.0060,0.0060
ATCG00270.1,1,18.35,| Symbols: PSBD | photosystem II reaction center protein D | chrC:32711-33772 FORWARD LENGTH=353,232068,120000,125679,5588,4550,2506,2670,1896,676,0.03,0.01,0.0510,0.0496
AT2G20990.1,2,36.79,"| Symbols: SYTA, NTMC2TYPE1.1, ATSYTA, NTMC2T1.1, SYT1 | synaptotagmin A | chr2:9014827-9017829 FORWARD LENGTH=541",125332,134823,145937,2866,3600,4138,3729,1287,2218,0.03,0.02,0.0020,0.0018
AT5G13850.1,1,96.32,| Symbols: NACA3 | nascent polypeptide-associated complex subunit alpha-like protein 3 | chr5:4471361-4472676 FORWARD LENGTH=204,688075,1094878,1250567,32001,19030,27376,61082,53944,58610,0.03,0.06,0.0277,0.0296
AT5G55660.1,1,38.99,| Symbols:  | DEK domain-containing chromatin associated protein | chr5:22539375-22543142 FORWARD LENGTH=778,408767,469217,374122,11538,7844,9963,34072,37920,44405,0.02,0.09,0.0046,0.0049
AT3G20820.1,1,32.94,| Symbols:  | Leucine-rich repeat (LRR) family protein | chr3:7280930-7282027 FORWARD LENGTH=365,185917,233948,285194,5211,4419,6798,1676,3443,4014,0.02,0.01,0.0152,0.0149
AT3G53420.1,2,108.1,"| Symbols: PIP2A, PIP2, PIP2;1 | plasma membrane intrinsic protein 2A | chr3:19803906-19805454 REVERSE LENGTH=287",12726605,12000601,13137753,303109,267839,283548,142054,153989,159277,0.02,0.01,0.0007,0.0007
AT1G57720.1,1,145.22,"| Symbols:  | Translation elongation factor EF1B, gamma chain | chr1:21377873-21380114 FORWARD LENGTH=413",1069468,925259,969172,22724,20950,22982,38348,36852,37447,0.02,0.04,0.0019,0.0020
AT3G11770.1,1,15.22,"| Symbols:  | Polynucleotidyl transferase, ribonuclease H-like superfamily protein | chr3:3721490-3722092 REVERSE LENGTH=200",237977,265391,272288,5724,6241,5430,9340,7487,6514,0.02,0.03,0.0017,0.0016
AT5G56710.1,1,16.1,| Symbols:  | Ribosomal protein L31e family protein | chr5:22944003-22944767 REVERSE LENGTH=119,38798,38716,40726,846,820,961,980,1021,887,0.02,0.02,0.0003,0.0003
ATCG00340.1,1,29.58,"| Symbols: PSAB | Photosystem I, PsaA/PsaB protein | chrC:37375-39579 REVERSE LENGTH=734",478608,553229,563931,12271,11399,11126,19304,21690,17198,0.02,0.04,0.0026,0.0027
AT2G05380.1,1,38.09,| Symbols: GRP3S | glycine-rich protein 3 short isoform | chr2:1966851-1967820 FORWARD LENGTH=116,428035,261974,318610,7258,8083,6574,8056,6346,4270,0.02,0.02,0.0213,0.0211
AT1G29670.1,1,26.37,| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:10375843-10377717 FORWARD LENGTH=363,384115,310554,303885,6563,7064,8020,13437,10606,12726,0.02,0.04,0.0062,0.0063
AT4G36945.1,1,46.08,| Symbols:  | PLC-like phosphodiesterases superfamily protein | chr4:17420098-17422047 REVERSE LENGTH=408,283154,220569,265022,5041,5748,5804,8793,8641,8096,0.02,0.03,0.0054,0.0056
AT4G20260.1;AT4G20260.5;AT4G20260.6,9,438.36,"| Symbols: ATPCAP1, PCAP1 | plasma-membrane associated cation-binding protein 1 | chr4:10941593-10943227 FORWARD LENGTH=225",94075205,109788269,107867876,2157217,2340298,2228248,3703666,3623748,3845858,0.02,0.04,0.0024,0.0024
AT3G63160.1,1,17,"| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast outer membrane, thylakoid, chloroplast thylakoid membrane, chloroplast, chloroplast envelope; EXPRESSED IN: 21 plant structures;",158218,158621,179099,2654,4574,3243,1687,4295,3550,0.02,0.02,0.0017,0.0016
AT3G20050.1,1,32.77,"| Symbols: ATTCP-1, TCP-1 | T-complex protein 1 alpha subunit | chr3:6998544-7002266 REVERSE LENGTH=545",255161,274935,280779,5386,5448,5864,7413,8357,8465,0.02,0.03,0.0009,0.0009
AT5G07340.1,1,21.75,| Symbols:  | Calreticulin family protein | chr5:2317300-2319458 FORWARD LENGTH=532,37478,54090,53725,694,887,1253,937,486,616,0.02,0.01,0.0130,0.0129
AT5G17910.1,1,57.39,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein mat,85841,89736,64956,1307,1536,1847,2252,3012,2484,0.02,0.03,0.0094,0.0096
AT3G12390.1,2,69.62,"| Symbols:  | Nascent polypeptide-associated complex (NAC), alpha subunit family protein | chr3:3942344-3943595 FORWARD LENGTH=203",852081,913215,892798,21941,11538,17246,45627,43439,45177,0.02,0.05,0.0003,0.0004
AT1G66070.1,1,39.52,| Symbols:  | Translation initiation factor eIF3 subunit | chr1:24596194-24597520 REVERSE LENGTH=226,197641,170782,253477,2592,4508,3472,13595,9922,15235,0.02,0.06,0.0140,0.0150
AT2G38140.1,1,17.58,| Symbols: PSRP4 | plastid-specific ribosomal protein 4 | chr2:15980948-15981459 FORWARD LENGTH=118,1753131,2173280,2348089,32512,33038,32585,80876,76646,80681,0.02,0.04,0.0073,0.0076
AT1G49140.1,1,30.56,| Symbols:  | Complex I subunit NDUFS6 | chr1:18177696-18178269 REVERSE LENGTH=107,66152,60821,60805,1104,982,762,717,765,564,0.02,0.01,0.0008,0.0008
AT1G15690.1;AT1G15690.2,2,71.09,"| Symbols: AVP1, ATAVP3, AVP-3, AtVHP1;1 | Inorganic H pyrophosphatase family protein | chr1:5399115-5402185 FORWARD LENGTH=770",1424797,1689742,1569499,22977,24550,23328,10211,9809,10012,0.02,0.01,0.0025,0.0024
AT5G38900.1,2,49.69,| Symbols:  | Thioredoxin superfamily protein | chr5:15573745-15574945 REVERSE LENGTH=217,40501,50156,46127,394,894,663,43256,37046,41257,0.01,0.89,0.0038,0.2149
AT4G10340.1,1,27.45,| Symbols: LHCB5 | light harvesting complex of photosystem II 5 | chr4:6408200-6409496 FORWARD LENGTH=280,725436,838555,946356,11767,11698,11836,6073,5467,6840,0.01,0.01,0.0059,0.0058
AT3G54760.1,1,72.31,| Symbols:  | dentin sialophosphoprotein-related | chr3:20269659-20272037 REVERSE LENGTH=792,122008,163965,160042,1617,1852,2740,2560,2205,3480,0.01,0.02,0.0082,0.0083
AT4G22670.1,2,46.62,"| Symbols: AtHip1, HIP1, TPR11 | HSP70-interacting protein 1 | chr4:11918236-11920671 FORWARD LENGTH=441",249068,227971,210455,3592,2183,3525,7268,9232,8711,0.01,0.04,0.0024,0.0025
AT3G08510.1,1,36.63,"| Symbols: ATPLC2, PLC2 | phospholipase C 2 | chr3:2582626-2585556 REVERSE LENGTH=581",335005,322504,317638,4032,4598,4374,5105,7422,4495,0.01,0.02,0.0003,0.0002
AT5G41520.1,1,16.22,| Symbols:  | RNA binding Plectin/S10 domain-containing protein | chr5:16609377-16610583 REVERSE LENGTH=180,625186,583958,753818,7957,8528,9424,6165,8678,6370,0.01,0.01,0.0062,0.0062
AT3G45310.1,1,40.09,| Symbols:  | Cysteine proteinases superfamily protein | chr3:16628704-16630473 REVERSE LENGTH=358,137566,94301,84316,1645,954,1469,5724,5531,1869,0.01,0.04,0.0238,0.0246
AT1G74050.1,1,62.68,| Symbols:  | Ribosomal protein L6 family protein | chr1:27847256-27848680 REVERSE LENGTH=233,390460,370832,360388,3837,4071,6212,3298,3417,3613,0.01,0.01,0.0005,0.0006
AT4G12320.1,1,31.53,"| Symbols: CYP706A6 | cytochrome P450, family 706, subfamily A, polypeptide 6 | chr4:7314939-7316647 REVERSE LENGTH=518",121443,206540,199819,2022,2023,2428,1126,1185,624,0.01,0.01,0.0238,0.0235
AT1G15820.1,1,58.15,"| Symbols: LHCB6, CP24 | light harvesting complex photosystem II subunit 6 | chr1:5446685-5447676 REVERSE LENGTH=258",549192,368983,480570,5640,6804,4211,2731,2589,1672,0.01,0.00,0.0127,0.0126
AT1G76810.1;AT1G76720.1,2,45.06,| Symbols:  | eukaryotic translation initiation factor 2 (eIF-2) family protein | chr1:28831366-28836310 REVERSE LENGTH=1294,272596,268548,258956,1890,4456,3013,7504,10402,8998,0.01,0.03,0.0002,0.0001
AT2G23550.1,1,31.22,"| Symbols: ATMES6, MES6, ABE1 | methyl esterase 6 | chr2:10027813-10028767 REVERSE LENGTH=265",516031,438340,380902,5417,5825,4102,9996,9047,7947,0.01,0.02,0.0078,0.0080
AT2G22795.1,3,73.54,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 799854 Blast hits to 188815 proteins in 4452 species: Archae - 4529; Bacteria - 144236; Metazoa - 287749; Fungi - 87083; Plants - 4382,201794,152491,175328,2466,1131,2081,612,1004,860,0.01,0.00,0.0066,0.0065
AT1G14410.1,1,24.69,"| Symbols: ATWHY1, PTAC1, WHY1 | ssDNA-binding transcriptional regulator | chr1:4929352-4930810 REVERSE LENGTH=263",35321,31628,22053,287,382,277,207,326,518,0.01,0.01,0.0177,0.0177
AT5G61790.1,1,52.72,"| Symbols: CNX1, ATCNX1 | calnexin 1 | chr5:24827394-24829642 REVERSE LENGTH=530",203574,205680,236675,2704,1873,2242,1913,1897,2371,0.01,0.01,0.0025,0.0025
AT3G22890.1,1,15.79,| Symbols: APS1 | ATP sulfurylase 1 | chr3:8112837-8114734 FORWARD LENGTH=463,17402,17332,12045,168,222,89,607,14,16,0.01,0.01,0.0129,0.0123
AT1G76010.1,1,37.6,| Symbols:  | Alba DNA/RNA-binding protein | chr1:28528505-28530488 REVERSE LENGTH=350,17247,12419,22617,210,112,156,391,248,316,0.01,0.02,0.0279,0.0284
AT5G42790.1;AT1G47250.1,2,72.07,"| Symbols: PAF1, ATPSM30, ARS5 | proteasome alpha subunit F1 | chr5:17159270-17160975 REVERSE LENGTH=278",316395,382100,402377,3620,1947,4236,3113,3638,3933,0.01,0.01,0.0050,0.0051
AT5G47210.1,2,50.17,| Symbols:  | Hyaluronan / mRNA binding family | chr5:19169222-19171012 REVERSE LENGTH=357,984930,887275,836807,8094,7486,7901,9836,8820,8823,0.01,0.01,0.0024,0.0024
AT5G28040.1,1,33.16,| Symbols:  | DNA-binding storekeeper protein-related transcriptional regulator | chr5:10037654-10038937 REVERSE LENGTH=427,60663,76589,88278,731,392,826,0,531,0,0.01,0.00,0.0113,0.0112
AT5G20650.1,1,22.18,| Symbols: COPT5 | copper transporter 5 | chr5:6985481-6985921 REVERSE LENGTH=146,434596,587690,654575,4865,4343,4844,2947,3074,2808,0.01,0.01,0.0135,0.0134
AT1G30470.1,1,27.15,| Symbols:  | SIT4 phosphatase-associated family protein | chr1:10779423-10786415 FORWARD LENGTH=811,49756,40561,41957,92,347,595,1098,928,1274,0.01,0.02,0.0042,0.0044
AT1G47970.1,1,40.35,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 11 growth stages; Has 93717 Blast hits to 40765 proteins in 1,127999,113440,98639,1023,692,906,2485,1370,2229,0.01,0.02,0.0056,0.0057
AT1G52410.1,3,156.91,| Symbols: TSA1 | TSK-associating protein 1 | chr1:19520762-19525361 FORWARD LENGTH=755,350526,215292,244069,1980,1801,2079,81,84,170,0.01,0.00,0.0227,0.0225
AT5G60980.1,1,18.44,| Symbols:  | Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain | chr5:24543988-24546027 FORWARD LENGTH=459,539208,473454,483928,3814,3378,3088,1804,1642,2021,0.01,0.00,0.0017,0.0017
AT1G31730.1,1,28.15,| Symbols:  | Adaptin family protein | chr1:11359907-11363916 FORWARD LENGTH=938,65141,82228,79181,296,511,679,622,1457,0,0.01,0.01,0.0049,0.0047
AT5G49360.1,1,18.14,"| Symbols: BXL1, ATBXL1 | beta-xylosidase 1 | chr5:20012179-20016659 REVERSE LENGTH=774",303007,334882,381222,2486,1193,2530,1276,251,1131,0.01,0.00,0.0045,0.0045
AT3G57150.1,1,39.84,"| Symbols: NAP57, AtNAP57, CBF5, AtCBF5 | homologue of NAP57 | chr3:21154255-21155952 REVERSE LENGTH=565",214313,224557,261672,1689,1231,1262,1547,3092,2624,0.01,0.01,0.0038,0.0038
AT1G59870.1,1,43.84,"| Symbols: PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 | ABC-2 and Plant PDR ABC-type transporter family protein | chr1:22034661-22039844 FORWARD LENGTH=1469",742276,717145,925143,3865,3759,5941,1388,1030,1527,0.01,0.00,0.0068,0.0068
AT2G39010.1,1,48.6,"| Symbols: PIP2E, PIP2;6 | plasma membrane intrinsic protein 2E | chr2:16291564-16293746 FORWARD LENGTH=289",158833,367919,462801,2001,1188,2267,685,1085,831,0.01,0.00,0.0674,0.0671
AT1G48920.1,5,300.83,"| Symbols: ATNUC-L1, PARL1, NUC-L1 | nucleolin like 1 | chr1:18098186-18101422 FORWARD LENGTH=557",792300,662209,759898,3881,3461,3583,2691,2314,1473,0.00,0.00,0.0028,0.0028
AT5G05740.1,2,125.04,"| Symbols: ATEGY2, EGY2 | ethylene-dependent gravitropism-deficient and yellow-green-like 2 | chr5:1724023-1726859 REVERSE LENGTH=556",900670,1099921,1018072,3050,5081,4692,4293,3375,7315,0.00,0.00,0.0033,0.0033
AT1G03350.1,1,33.9,| Symbols:  | BSD domain-containing protein | chr1:822834-824246 REVERSE LENGTH=470,88905,83148,79424,297,401,252,777,409,765,0.00,0.01,0.0011,0.0011
AT3G43520.1,1,24.75,| Symbols:  | Transmembrane proteins 14C | chr3:15406088-15407699 FORWARD LENGTH=240,182884,91074,131151,283,845,309,903,505,2140,0.00,0.01,0.0369,0.0372
AT5G39570.1,6,363.23,"| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol, nucleus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: glycine",1525736,914459,1746334,4879,4597,4506,6586,3929,6006,0.00,0.00,0.0305,0.0306
